,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,UNSAFE_ACTION,DRIVER_BLIND,cause_bins,driver_maneuver_bins,physical_bins,hour_bins,SEX
1246,0.0,0.0,Adult,Safe,1.0,1.0,Unknown,Unknown,0,Average Speed,DRIVER ERROR,Unknown,Unknown,Unknown,Other,Night,M
1247,0.0,1.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,M
1248,0.0,0.0,Adult,Unknown,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Other,Night,M
1249,1.0,0.0,Middle-aged,Unsafe,0.0,0.0,Adverse Weather,Wet,1,Below Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Morning,M
1250,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Unknown,Unknown,Other,Afternoon,M
1251,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Night,F
1252,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
1253,0.0,1.0,Adolescent,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
1254,1.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,M
1255,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
1256,1.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Morning,M
1257,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,F
1258,0.0,0.0,Unknown,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Stationary Object Maneuver,Normal,Afternoon,F
1259,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Night,M
1260,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Unknown,Unknown,Normal,Morning,F
1261,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Unknown,0,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Other,Night,F
1262,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Morning,M
1263,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,0.0,Reckless,Turning Maneuver,Normal,Night,M
1264,0.0,0.0,Adolescent,Unknown,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Night,M
1265,0.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Obstruction,Turning Maneuver,Normal,Night,F
1266,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,Unknown,Skill,Unknown,Normal,Night,F
1267,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Morning,M
1268,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Unknown,1,Below Average Speed,Unknown,Unknown,Skill,Straight Ahead,Normal,Afternoon,F
1269,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Skill,Unknown,Normal,Afternoon,M
1270,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Morning,M
1271,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Afternoon,M
1272,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Afternoon,F
1273,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
1274,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,M
1275,1.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Above Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Night,M
1276,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Night,M
1277,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Normal,Morning,M
1278,0.0,0.0,Unknown,Unknown,0.0,0.0,Clear Weather,Unknown,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Morning,M
1279,1.0,1.0,Adolescent,Safe,0.0,Unknown,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Unknown,Unknown,Other,Afternoon,M
1280,1.0,1.0,Middle-aged,Unknown,0.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Night,M
1281,1.0,1.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Morning,M
1282,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Morning,M
1283,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Morning,M
1284,1.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Afternoon,M
1285,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Afternoon,M
1286,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Unknown,Normal,Afternoon,M
1287,0.0,1.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Unknown,Normal,Afternoon,M
1288,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Normal,Afternoon,M
1289,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
1290,0.0,1.0,Unknown,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Other,Afternoon,M
1291,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
1292,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Afternoon,M
1293,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Wet,1,Above Average Speed,RECKLESS,Unknown,Skill,Unknown,Normal,Afternoon,M
1294,0.0,1.0,Unknown,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Unknown,Other,Afternoon,F
1295,0.0,1.0,Adult,Neutral,0.0,0.0,Unknown,Unknown,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,F
1296,0.0,0.0,Middle-aged,Safe,0.0,Unknown,Clear Weather,Dry,1,Average Speed,Unknown,,Unknown,Unknown,Normal,Afternoon,M
1297,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,1.0,Visibility,Stationary Object Maneuver,Normal,Morning,F
1298,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Afternoon,M
1299,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Afternoon,M
1300,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Wet,1,Above Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Normal,Afternoon,M
1301,0.0,0.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Wet,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Afternoon,M
1302,0.0,1.0,Unknown,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,0.0,Unknown,Unknown,Other,Afternoon,M
1303,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
1304,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Reckless,Traffic Maneuver,Normal,Night,M
1305,0.0,0.0,Adult,Unsafe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Traffic Maneuver,Other,Afternoon,M
1306,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Unknown,Unknown,Normal,Afternoon,M
1307,1.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
1308,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
1309,0.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Afternoon,M
1310,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
1311,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
1312,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Morning,M
1313,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Above Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Night,M
1314,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,M
1315,0.0,1.0,Elderly,Neutral,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
1316,0.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,F
1317,0.0,0.0,Middle-aged,Unknown,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Unknown,Unknown,Unknown,Traffic Maneuver,Other,Afternoon,M
1318,0.0,0.0,Unknown,Safe,1.0,Unknown,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,X
1319,0.0,1.0,Unknown,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Other,Night,M
1320,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
1321,0.0,1.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Unknown,1,Average Speed,DRIVER ERROR,Unknown,Reckless,Unknown,Other,Morning,M
1322,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Afternoon,M
1323,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,DRIVER ERROR,0.0,Reckless,Unknown,Normal,Early Morning,F
1324,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Morning,M
1325,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
1326,0.0,0.0,Adult,Neutral,0.0,1.0,Adverse Weather,Wet,0,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Night,M
1327,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Stationary Object Maneuver,Other,Morning,M
1328,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Morning,F
1329,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
1330,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Unknown,1,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Afternoon,M
1331,1.0,0.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,0,Above Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Night,M
1332,0.0,0.0,Adolescent,Unknown,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
1333,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,F
1334,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Afternoon,M
1335,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Skill,Straight Ahead,Normal,Night,F
1336,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Unknown,0,Average Speed,Unknown,Unknown,Reckless,Traffic Maneuver,Other,Night,M
1337,0.0,1.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Morning,
1338,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Afternoon,F
1339,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,M
1340,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
1341,1.0,1.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,Unknown,Skill,Turning Maneuver,Shaken,Night,M
1342,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Shaken,Night,M
1343,0.0,0.0,Middle-aged,Unknown,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
1344,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,F
1345,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Night,M
1346,1.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Early Morning,F
1347,0.0,0.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Other,1,Below Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Morning,M
1348,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Afternoon,M
1349,0.0,1.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,Unknown,Unknown,Skill,Traffic Maneuver,Normal,Afternoon,M
1350,1.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Afternoon,M
1351,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,RECKLESS,Unknown,Skill,Unknown,Other,Night,M
1352,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,F
1353,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Night,M
1354,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Wet,0,Average Speed,DRIVER ERROR,1.0,Reckless,Unknown,Normal,Afternoon,M
1355,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Morning,M
1356,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Morning,F
1357,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Afternoon,M
1358,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
1359,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
1360,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
1361,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Reckless,Traffic Maneuver,Normal,Night,M
1362,0.0,0.0,Unknown,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Afternoon,M
1363,1.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Skill,Straight Ahead,Impaired,Early Morning,F
1364,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Other,1,Below Average Speed,Unknown,0.0,Visibility,Unknown,Normal,Morning,M
1365,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Morning,M
1366,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Straight Ahead,Normal,Morning,F
1367,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,F
1368,0.0,1.0,Unknown,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Unknown,Unknown,Normal,Morning,M
1369,1.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
1370,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
1371,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,1.0,Visibility,Turning Maneuver,Other,Afternoon,F
1372,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Night,F
1373,0.0,1.0,Adult,Neutral,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
1374,0.0,0.0,Elderly,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Unknown,Unknown,Skill,Straight Ahead,Normal,Afternoon,M
1375,1.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Shaken,Afternoon,M
1376,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,DRIVER ERROR,Unknown,Unknown,Traffic Maneuver,Normal,Morning,M
1377,0.0,0.0,Middle-aged,Unknown,0.0,Unknown,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Night,M
1378,0.0,1.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,M
1379,0.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Unknown,Unknown,Other,Afternoon,M
1380,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Skill,Straight Ahead,Normal,Afternoon,M
1381,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
1382,0.0,1.0,Adult,Safe,0.0,Unknown,Clear Weather,Dry,1,Above Average Speed,Unknown,0.0,Skill,Unknown,Normal,Morning,M
1383,0.0,1.0,Adult,Unknown,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Normal,Morning,M
1384,1.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
1385,0.0,0.0,Unknown,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Unknown,Other,Afternoon,F
1386,0.0,1.0,Elderly,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Early Morning,F
1387,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Afternoon,M
1388,0.0,1.0,Adult,Safe,0.0,0.0,Adverse Weather,Snow,1,Average Speed,Unknown,1.0,Skill,Turning Maneuver,Normal,Morning,M
1389,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Morning,F
1390,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
1391,0.0,0.0,Adolescent,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Unknown,Unknown,Other,Afternoon,M
1392,0.0,0.0,Adult,Unknown,0.0,0.0,Clear Weather,Unknown,1,Below Average Speed,RECKLESS,Unknown,Reckless,Unknown,Shaken,Afternoon,M
1393,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Skill,Straight Ahead,Normal,Afternoon,M
1394,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Straight Ahead,Normal,Morning,M
1395,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Visibility,Straight Ahead,Normal,Afternoon,F
1396,0.0,0.0,Elderly,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Unknown,Other,Afternoon,M
1397,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Afternoon,M
1398,0.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Other,Afternoon,M
1399,1.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Normal,Afternoon,M
1400,0.0,0.0,Adult,Unknown,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,F
1401,1.0,1.0,Adult,Safe,0.0,1.0,Unknown,Unknown,0,Average Speed,Unknown,Unknown,Unknown,Stationary Object Maneuver,Normal,Afternoon,M
1402,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,Unknown,Reckless,Unknown,Normal,Afternoon,M
1403,0.0,0.0,Elderly,Safe,1.0,1.0,Clear Weather,Dry,1,Above Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Morning,F
1404,1.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Unknown,Impaired,Afternoon,M
1405,0.0,0.0,Adolescent,Unsafe,0.0,1.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,M
1406,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Night,M
1407,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Unknown,Unknown,Normal,Morning,M
1408,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
1409,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Night,M
1410,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,1.0,Unknown,Turning Maneuver,Normal,Afternoon,M
1411,0.0,1.0,Unknown,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Other,Afternoon,M
1412,0.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Morning,M
1413,0.0,1.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Unknown,0,Average Speed,RECKLESS,Unknown,Skill,Unknown,Normal,Afternoon,M
1414,0.0,0.0,Middle-aged,Safe,0.0,0.0,Unknown,Unknown,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,F
1415,0.0,0.0,Middle-aged,Safe,0.0,Unknown,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Night,M
