,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,UNSAFE_ACTION,DRIVER_BLIND,cause_bins,driver_maneuver_bins,physical_bins,hour_bins,SEX
5239,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Dry,0,Average Speed,Unknown,0.0,Visibility,Turning Maneuver,Normal,Night,M
5240,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,1.0,Skill,Straight Ahead,Normal,Morning,M
5241,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Morning,M
5242,0.0,Unknown,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Morning,F
5243,0.0,Unknown,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Afternoon,F
5244,0.0,0.0,Unknown,Unknown,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
5245,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,0.0,Skill,Straight Ahead,Normal,Night,F
5246,0.0,Unknown,Unknown,Safe,0.0,0.0,Unknown,Unknown,1,Average Speed,RECKLESS,Unknown,Skill,Unknown,Other,Morning,M
5247,0.0,0.0,Adult,Unknown,0.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Night,M
5248,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Skill,Unknown,Normal,Morning,M
5249,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Unknown,Normal,Morning,M
5250,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Morning,F
5251,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Impaired,Afternoon,M
5252,0.0,Unknown,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,M
5253,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
5254,1.0,0.0,Adolescent,Unknown,1.0,0.0,Clear Weather,Unknown,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,M
5255,0.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5256,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Unknown,Normal,Afternoon,M
5257,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Afternoon,F
5258,0.0,0.0,Adolescent,Safe,0.0,0.0,Unknown,Unknown,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Night,M
5259,0.0,0.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,Unknown,1.0,Visibility,Traffic Maneuver,Normal,Afternoon,X
5260,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Stationary Object Maneuver,Normal,Afternoon,F
5261,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5262,0.0,Unknown,Unknown,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,Unknown,Skill,Unknown,Other,Night,M
5263,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Unknown,0.0,Skill,Unknown,Normal,Morning,M
5264,0.0,0.0,Unknown,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Morning,F
5265,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5266,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Unknown,Unknown,Other,Afternoon,M
5267,1.0,Unknown,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5268,0.0,Unknown,Unknown,Neutral,0.0,Unknown,Clear Weather,Unknown,1,Below Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Morning,M
5269,0.0,,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Night,M
5270,1.0,Unknown,Adult,Unknown,0.0,Unknown,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,F
5271,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Morning,M
5272,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5273,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Unknown,Normal,Morning,M
5274,0.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Straight Ahead,Normal,Morning,F
5275,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,DRIVER ERROR,Unknown,Reckless,Unknown,Normal,Morning,M
5276,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Adverse Weather,Wet,1,Below Average Speed,Unknown,0.0,Visibility,Turning Maneuver,Normal,Afternoon,M
5277,0.0,Unknown,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Traffic Maneuver,Normal,Afternoon,M
5278,0.0,Unknown,Unknown,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,M
5279,0.0,Unknown,Adult,Safe,1.0,Unknown,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,F
5280,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Afternoon,M
5281,0.0,0.0,Adult,Safe,0.0,Unknown,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Skill,Unknown,Other,Afternoon,M
5282,0.0,,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,F
5283,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Night,M
5284,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Morning,M
5285,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Afternoon,M
5286,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Straight Ahead,Normal,Morning,M
5287,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Other,Morning,M
5288,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Visibility,Turning Maneuver,Normal,Afternoon,M
5289,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Other,Afternoon,M
5290,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Morning,M
5291,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Shaken,Afternoon,M
5292,0.0,0.0,Adult,Neutral,0.0,Unknown,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Night,M
5293,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
5294,0.0,0.0,Adolescent,Unknown,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Unknown,Normal,Morning,M
5295,0.0,Unknown,Unknown,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Morning,M
5296,0.0,Unknown,Adult,Safe,0.0,1.0,Adverse Weather,Wet,1,Average Speed,Unknown,1.0,Skill,Turning Maneuver,Normal,Afternoon,F
5297,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Wet,1,Average Speed,RECKLESS,Unknown,Skill,Unknown,Normal,Afternoon,M
5298,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Night,F
5299,0.0,Unknown,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Reckless,Traffic Maneuver,Normal,Night,F
5300,0.0,0.0,Middle-aged,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Morning,F
5301,1.0,Unknown,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Afternoon,M
5302,0.0,0.0,Middle-aged,Unsafe,1.0,Unknown,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Unknown,Unknown,Other,Afternoon,M
5303,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5304,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Above Average Speed,Unknown,Unknown,Reckless,Straight Ahead,Normal,Night,M
5305,0.0,Unknown,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Night,M
5306,0.0,Unknown,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Reckless,Turning Maneuver,Normal,Night,M
5307,0.0,Unknown,Adolescent,Safe,1.0,0.0,Adverse Weather,Wet,1,Below Average Speed,Unknown,Unknown,Skill,Traffic Maneuver,Other,Morning,M
5308,0.0,1.0,Adult,Safe,1.0,1.0,Unknown,Unknown,0,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Early Morning,F
5309,0.0,0.0,Middle-aged,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,M
5310,1.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Night,M
5311,0.0,0.0,Middle-aged,Safe,1.0,0.0,Adverse Weather,Wet,1,Below Average Speed,Unknown,0.0,Visibility,Straight Ahead,Shaken,Morning,M
5312,0.0,Unknown,Middle-aged,Unsafe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,RECKLESS,0.0,Unknown,Unknown,Normal,Morning,M
5313,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Traffic Maneuver,Normal,Afternoon,M
5314,0.0,Unknown,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Night,M
5315,0.0,0.0,Adolescent,Unknown,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Traffic Maneuver,Normal,Afternoon,M
5316,0.0,0.0,Unknown,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Night,M
5317,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Night,M
5318,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Night,M
5319,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Wet,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Morning,M
5320,1.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Morning,M
5321,0.0,Unknown,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Reckless,Turning Maneuver,Normal,Afternoon,M
5322,0.0,0.0,Unknown,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Other,Afternoon,M
5323,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Unknown,Unknown,Normal,Afternoon,M
5324,0.0,,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Reckless,Unknown,Normal,Afternoon,M
5325,0.0,Unknown,Unknown,Neutral,0.0,0.0,Unknown,Unknown,0,Average Speed,RECKLESS,Unknown,Unknown,Straight Ahead,Other,Afternoon,
5326,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
5327,1.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Night,M
5328,0.0,1.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,1.0,Visibility,Turning Maneuver,Normal,Morning,M
5329,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Morning,M
5330,0.0,1.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Visibility,Turning Maneuver,Normal,Afternoon,F
5331,0.0,Unknown,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Unknown,Unknown,Other,Afternoon,M
5332,0.0,Unknown,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Unknown,Unknown,Other,Afternoon,M
5333,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Below Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Night,M
5334,1.0,Unknown,Middle-aged,Unknown,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Shaken,Night,M
5335,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Morning,M
5336,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
5337,0.0,,Unknown,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Unknown,Straight Ahead,Other,Afternoon,F
5338,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Morning,M
5339,0.0,Unknown,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Night,M
5340,0.0,Unknown,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Other,Night,M
5341,0.0,1.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Dry,0,Above Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Night,F
5342,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Reckless,Turning Maneuver,Normal,Night,F
5343,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,M
5344,0.0,Unknown,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Skill,Unknown,Other,Night,M
5345,0.0,Unknown,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Skill,Unknown,Other,Morning,M
5346,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
5347,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Other,Afternoon,M
5348,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Afternoon,M
5349,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Morning,M
5350,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Morning,F
5351,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Night,M
5352,1.0,Unknown,Unknown,Unknown,1.0,Unknown,Adverse Weather,Wet,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Impaired,Early Morning,
5353,0.0,0.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Morning,M
5354,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Other,1,Below Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
5355,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Reckless,Unknown,Normal,Morning,F
5356,0.0,0.0,Unknown,Unknown,0.0,Unknown,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Other,Afternoon,X
5357,0.0,Unknown,Adolescent,Safe,0.0,0.0,Unknown,Unknown,1,Below Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Afternoon,M
5358,1.0,,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Afternoon,F
5359,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Stationary Object Maneuver,Normal,Night,M
5360,0.0,1.0,Adolescent,Safe,0.0,Unknown,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Unknown,Traffic Maneuver,Normal,Afternoon,M
5361,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Shaken,Early Morning,M
5362,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Early Morning,M
5363,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Night,F
5364,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Shaken,Afternoon,M
5365,0.0,0.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Normal,Afternoon,M
5366,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,,0.0,Reckless,Straight Ahead,Normal,Afternoon,M
5367,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Reckless,Traffic Maneuver,Normal,Night,M
5368,0.0,0.0,Unknown,Unknown,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Night,M
5369,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Night,M
5370,0.0,Unknown,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,0.0,Skill,Straight Ahead,Normal,Early Morning,M
5371,0.0,0.0,Adolescent,Unknown,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Early Morning,M
5372,0.0,,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Unknown,Straight Ahead,Impaired,Early Morning,M
5373,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Morning,M
5374,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
5375,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,M
5376,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Skill,Straight Ahead,Other,Afternoon,M
5377,0.0,,Unknown,Unknown,0.0,0.0,Unknown,Unknown,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Morning,X
5378,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,F
5379,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Morning,M
5380,1.0,Unknown,Adolescent,Unknown,0.0,Unknown,Clear Weather,Unknown,1,Below Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Other,Afternoon,F
5381,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Traffic Maneuver,Other,Morning,M
5382,1.0,Unknown,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Unknown,Normal,Afternoon,M
5383,0.0,Unknown,Unknown,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Normal,Night,
5384,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Unknown,Unknown,1,Above Average Speed,RECKLESS,0.0,Skill,Unknown,Normal,Night,M
5385,0.0,Unknown,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,F
5386,0.0,Unknown,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Morning,M
5387,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Morning,M
5388,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
5389,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Traffic Maneuver,Normal,Afternoon,M
5390,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Afternoon,M
5391,0.0,0.0,Unknown,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Afternoon,M
5392,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
5393,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Afternoon,M
5394,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Night,M
5395,0.0,Unknown,Adult,Safe,0.0,0.0,Unknown,Unknown,1,Average Speed,DISTRACTION,Unknown,Unknown,Turning Maneuver,Normal,Morning,M
5396,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,DRIVER ERROR,Unknown,Skill,Straight Ahead,Other,Night,M
5397,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Night,M
5398,1.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Unknown,0,Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Normal,Night,M
5399,0.0,0.0,Adult,Unsafe,0.0,Unknown,Adverse Weather,Wet,0,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Normal,Early Morning,M
5400,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Shaken,Afternoon,M
5401,0.0,1.0,Middle-aged,Safe,1.0,1.0,Adverse Weather,Wet,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,F
5402,0.0,Unknown,Unknown,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Skill,Unknown,Other,Night,M
5403,0.0,Unknown,Adult,Safe,1.0,0.0,Adverse Weather,Wet,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Afternoon,M
5404,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
5405,1.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Wet,0,Average Speed,Unknown,Unknown,Skill,Traffic Maneuver,Normal,Afternoon,M
5406,0.0,Unknown,Unknown,Unknown,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Night,M
5407,0.0,1.0,Adult,Unsafe,0.0,0.0,Adverse Weather,Wet,0,Above Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Night,M
5408,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
5409,1.0,Unknown,Adult,Unsafe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,RECKLESS,Unknown,Skill,Straight Ahead,Other,Night,F
