,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,DRIVER_BLIND,cause_bins,driver_maneuver_bins,physical_bins,hour_bins,SEX
3526,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
3529,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
3532,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
3539,1.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
3541,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
3542,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3546,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
3558,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Reckless,Turning Maneuver,Normal,Morning,M
3563,0.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
3564,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
3574,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
3580,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
3581,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Morning,M
3582,1.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
3594,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,F
3595,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
3601,1.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Morning,F
3602,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
3609,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Wet,0,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
3611,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Early Morning,M
3620,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,F
3626,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Night,M
3629,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3634,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
3635,1.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,1.0,Skill,Stationary Object Maneuver,Shaken,Morning,M
3645,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,1.0,Reckless,Straight Ahead,Normal,Afternoon,F
3651,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3659,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
3660,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3668,0.0,1.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
3673,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3688,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3689,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3697,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
3706,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
3712,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3714,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Early Morning,M
3723,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Reckless,Straight Ahead,Normal,Morning,M
3724,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3726,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
3731,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3738,1.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Stationary Object Maneuver,Normal,Morning,M
3739,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3746,0.0,0.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
3757,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3768,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3769,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
3770,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,F
3771,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Reckless,Stationary Object Maneuver,Normal,Afternoon,M
3772,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Wet,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
3779,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Night,M
3784,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3789,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3795,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Obstruction,Straight Ahead,Normal,Morning,M
3796,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
3797,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Other,Afternoon,F
3815,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
3820,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3824,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Straight Ahead,Normal,Afternoon,M
3829,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Skill,Turning Maneuver,Normal,Morning,M
3831,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
3839,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
3840,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
3846,0.0,1.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Stationary Object Maneuver,Normal,Morning,F
3847,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3849,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Wet,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3851,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,F
3859,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
3863,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
3871,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3873,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3874,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Wet,0,Below Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Night,F
3876,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Wet,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3882,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
3883,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,F
3888,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
3890,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3894,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
3895,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Visibility,Stationary Object Maneuver,Normal,Night,M
3899,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3912,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
3915,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3925,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,1.0,Skill,Straight Ahead,Normal,Early Morning,M
3927,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,F
3931,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,F
3932,0.0,0.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
3933,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
3935,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
3941,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
3951,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Morning,M
3952,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3955,0.0,1.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3956,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Afternoon,M
3961,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Reckless,Traffic Maneuver,Normal,Morning,M
3966,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
3968,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Morning,M
3973,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
3977,0.0,1.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
3978,0.0,0.0,Middle-aged,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3980,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
3983,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
3984,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,1.0,Visibility,Turning Maneuver,Normal,Morning,F
3989,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
3992,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
3996,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4005,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
4010,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4012,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
4014,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4025,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4028,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,F
4030,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Wet,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
4031,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,F
4057,0.0,1.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Turning Maneuver,Normal,Early Morning,F
4058,0.0,1.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Reckless,Traffic Maneuver,Normal,Morning,M
4059,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4064,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
4065,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Wet,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,F
4066,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Early Morning,M
4071,0.0,0.0,Adolescent,Unsafe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
4074,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Visibility,Turning Maneuver,Normal,Afternoon,M
4083,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4084,1.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
4087,1.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Night,M
4093,0.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
4097,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
4098,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Night,M
4100,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4112,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Reckless,Straight Ahead,Normal,Morning,M
4116,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Visibility,Straight Ahead,Other,Early Morning,M
4119,1.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4121,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Skill,Straight Ahead,Normal,Morning,F
4123,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4125,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
4128,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
4130,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,F
4137,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
4145,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
4146,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Early Morning,M
4147,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Visibility,Stationary Object Maneuver,Normal,Morning,M
4150,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,F
4151,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
4156,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
4158,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
4170,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4171,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4176,1.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,0.0,Reckless,Turning Maneuver,Normal,Night,F
4180,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,1.0,Visibility,Straight Ahead,Normal,Afternoon,M
4182,0.0,0.0,Adolescent,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
4183,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4184,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,0.0,Skill,Traffic Maneuver,Normal,Morning,M
4189,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
4199,0.0,1.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4203,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Visibility,Turning Maneuver,Normal,Afternoon,M
4206,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Early Morning,M
4212,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
4215,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,F
4216,1.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Morning,M
4218,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Morning,M
4222,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
4235,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,0.0,Skill,Straight Ahead,Normal,Afternoon,M
4239,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
4245,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
4253,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4255,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
4258,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
4260,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
4263,1.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
4265,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4266,0.0,0.0,Adult,Neutral,0.0,1.0,Adverse Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4275,0.0,1.0,Adolescent,Safe,1.0,1.0,Adverse Weather,Wet,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Morning,M
4282,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Night,M
4284,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,1.0,Skill,Turning Maneuver,Normal,Morning,F
4286,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Visibility,Straight Ahead,Normal,Morning,M
4288,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
4291,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Straight Ahead,Normal,Early Morning,M
4300,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
4303,1.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
4304,1.0,0.0,Middle-aged,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,0.0,Skill,Straight Ahead,Normal,Night,M
4313,1.0,1.0,Adult,Safe,1.0,1.0,Adverse Weather,Wet,0,Average Speed,0.0,Skill,Stationary Object Maneuver,Normal,Night,F
4323,1.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Morning,M
4329,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
