,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,physical_bins,hour_bins,SEX
8754,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Wet,0,Average Speed,Other,Night,M
8755,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8756,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8758,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Wet,1,Average Speed,Normal,Afternoon,F
8759,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Other,Afternoon,F
8762,0.0,1.0,Elderly,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8763,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Impaired,Afternoon,M
8764,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8768,0.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8769,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8770,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8771,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8772,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,F
8775,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Dry,0,Average Speed,Normal,Night,M
8776,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Night,M
8778,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Morning,M
8780,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
8782,0.0,0.0,Elderly,Neutral,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
8783,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8784,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Other,Afternoon,M
8786,0.0,1.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
8789,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8790,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,F
8792,0.0,0.0,Adolescent,Safe,0.0,1.0,Adverse Weather,Wet,0,Average Speed,Normal,Afternoon,M
8793,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8794,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8796,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8798,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8800,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Impaired,Morning,M
8801,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
8802,1.0,1.0,Adult,Unsafe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8803,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Wet,1,Above Average Speed,Normal,Afternoon,M
8804,0.0,1.0,Adult,Neutral,0.0,0.0,Adverse Weather,Snow,0,Average Speed,Other,Afternoon,M
8805,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Wet,1,Average Speed,Shaken,Morning,M
8806,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Snow,1,Average Speed,Normal,Morning,M
8807,1.0,0.0,Middle-aged,Neutral,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Afternoon,M
8808,0.0,0.0,Adult,Safe,0.0,1.0,Adverse Weather,Wet,0,Average Speed,Normal,Night,M
8809,0.0,1.0,Middle-aged,Unsafe,0.0,0.0,Adverse Weather,Wet,0,Above Average Speed,Normal,Night,M
8811,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8812,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
8813,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8814,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8815,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
8816,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8817,1.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8821,1.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8822,0.0,0.0,Adolescent,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8823,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8824,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8825,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8826,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8827,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8828,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8829,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8830,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8834,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8836,0.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8837,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,F
8839,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8840,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8841,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8842,1.0,1.0,Adult,Neutral,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Shaken,Night,M
8844,0.0,0.0,Elderly,Unsafe,0.0,1.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,F
8846,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8847,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,F
8848,1.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8849,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8850,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8851,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
8852,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8854,0.0,0.0,Adult,Safe,0.0,1.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,M
8859,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8861,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8862,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
8863,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Other,Night,F
8864,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8865,0.0,1.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8866,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
8867,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Impaired,Afternoon,M
8868,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8870,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8875,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8880,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,1,Below Average Speed,Normal,Afternoon,M
8881,0.0,1.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8884,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Early Morning,M
8885,1.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8888,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8890,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8892,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
8893,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8894,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Night,M
8896,1.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Shaken,Night,M
8899,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8900,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8902,0.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
8903,0.0,0.0,Adolescent,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8907,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8910,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8911,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Wet,1,Average Speed,Normal,Afternoon,M
8913,0.0,1.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8914,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8915,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8919,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
8920,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Early Morning,M
8921,0.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8923,0.0,1.0,Adult,Safe,1.0,1.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,M
8925,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8927,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8930,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8931,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8932,0.0,0.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8934,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8935,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8936,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8942,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8944,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
8945,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8946,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
8947,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
8950,0.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Wet,1,Average Speed,Normal,Afternoon,M
8952,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8955,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8957,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,F
8958,1.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8961,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8963,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
8964,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8966,1.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8967,0.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,F
8968,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
8969,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
8970,0.0,0.0,Adolescent,Neutral,0.0,1.0,Clear Weather,Dry,0,Below Average Speed,Normal,Night,M
8972,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
8973,0.0,1.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8974,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8975,1.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8977,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8978,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
8979,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
8983,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
8984,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
8985,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
8989,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
8990,1.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
8992,1.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
8994,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
8998,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,F
8999,0.0,1.0,Adult,Unsafe,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
9001,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
9003,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
9006,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
9007,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
9008,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9010,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
9012,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
9013,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
9015,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
9018,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
9019,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,F
9020,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9022,0.0,0.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9023,1.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
9024,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9025,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
9027,0.0,0.0,Elderly,Safe,0.0,1.0,Clear Weather,Wet,1,Below Average Speed,Other,Morning,M
9029,1.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9030,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,F
9031,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9032,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
9034,0.0,0.0,Adolescent,Neutral,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Impaired,Afternoon,M
9035,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9036,0.0,0.0,Middle-aged,Safe,0.0,1.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,M
9037,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Wet,0,Below Average Speed,Normal,Afternoon,M
9038,1.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
9043,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Early Morning,M
9046,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9047,0.0,0.0,Adolescent,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
9048,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Impaired,Night,M
9050,1.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Other,Night,F
9051,0.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9052,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
9053,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
9056,0.0,1.0,Adolescent,Unsafe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,M
9057,0.0,1.0,Elderly,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
9058,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Shaken,Night,M
9059,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
9060,0.0,0.0,Elderly,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9061,0.0,0.0,Elderly,Safe,0.0,0.0,Adverse Weather,Wet,1,Above Average Speed,Normal,Morning,M
9062,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
9063,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
9068,0.0,0.0,Elderly,Neutral,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
9069,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
9072,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
9073,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
9074,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,0,Above Average Speed,Other,Night,F
9075,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Early Morning,F
9076,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
9078,1.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9079,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
9080,1.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9081,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
9082,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
9083,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
9084,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
9086,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
9087,0.0,0.0,Elderly,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
9090,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
9091,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9092,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
9094,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
9096,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
9097,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,M
9098,0.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Early Morning,M
9099,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
9103,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,M
9104,0.0,1.0,Adult,Safe,0.0,1.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,M
9105,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
9106,0.0,0.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,Normal,Afternoon,M
9107,0.0,1.0,Adult,Unsafe,1.0,0.0,Adverse Weather,Wet,0,Above Average Speed,Normal,Night,M
9108,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Early Morning,M
9109,0.0,1.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9110,0.0,0.0,Adolescent,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Night,F
9111,1.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
9113,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
9114,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Wet,1,Average Speed,Normal,Afternoon,F
9115,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Wet,1,Average Speed,Normal,Afternoon,M
9117,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
9119,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9120,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9121,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9122,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9123,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
9124,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Afternoon,M
9125,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
9126,0.0,1.0,Adolescent,Unsafe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,F
9127,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
